shipment_id,order_id,shipping_provider,shipping_status,shipped_at,delivered_at
6729,6729,FedEx,delivered,2025-02-07 01:43:59,2025-02-15 01:43:59
6730,6730,UPS,delivered,2026-01-15 15:59:45,2026-01-16 15:59:45
6731,6731,Sendy,delivered,2024-12-07 13:47:14,2024-12-14 13:47:14
6732,6732,Sendy,delivered,2024-10-13 14:20:26,2024-10-14 14:20:26
6733,6733,DHL,delivered,2025-11-15 07:07:30,2025-11-21 07:07:30
6734,6734,UPS,delivered,2026-01-17 19:46:43,2026-01-21 19:46:43
6735,6735,G4S,delivered,2025-12-27 01:03:12,2025-12-30 01:03:12
6736,6736,DHL,delivered,2025-06-26 13:21:42,2025-07-03 13:21:42
6737,6737,G4S,delivered,2024-11-07 21:00:45,2024-11-13 21:00:45
6738,6738,Sendy,delivered,2024-02-06 22:36:31,2024-02-12 22:36:31
6739,6739,G4S,delivered,2025-07-15 01:49:59,2025-07-16 01:49:59
6740,6740,DHL,delivered,2026-02-15 11:23:28,2026-02-21 11:23:28
6741,6741,FedEx,delivered,2026-03-22 09:32:50,2026-03-25 09:32:50
6742,6742,G4S,delivered,2024-05-01 23:00:13,2024-05-04 23:00:13
6743,6743,FedEx,delivered,2025-12-12 18:03:13,2025-12-18 18:03:13
6744,6744,G4S,delivered,2026-02-25 02:29:04,2026-03-05 02:29:04
6745,6745,UPS,delivered,2024-02-03 23:10:02,2024-02-06 23:10:02
6746,6746,Sendy,delivered,2025-08-30 18:46:52,2025-08-31 18:46:52
6747,6747,DHL,returned,2024-02-27 21:20:06,2024-03-03 21:20:06
6748,6748,G4S,delivered,2024-02-24 19:32:29,2024-02-28 19:32:29
6749,6749,FedEx,delivered,2025-11-09 21:46:14,2025-11-10 21:46:14
6750,6750,DHL,delivered,2024-04-20 12:53:48,2024-04-27 12:53:48
6751,6751,FedEx,delivered,2025-10-25 05:42:45,2025-10-28 05:42:45
6752,6752,Sendy,delivered,2025-10-23 23:22:07,2025-10-25 23:22:07
6753,6753,DHL,delivered,2025-10-19 23:53:38,2025-10-25 23:53:38
6754,6754,FedEx,delivered,2025-03-01 13:32:07,2025-03-06 13:32:07
6755,6755,FedEx,delivered,2025-01-20 09:37:43,2025-01-21 09:37:43
6756,6756,Sendy,delivered,2025-10-10 09:15:19,2025-10-12 09:15:19
6757,6757,FedEx,delivered,2024-04-25 08:48:08,2024-04-26 08:48:08
6758,6758,Sendy,delivered,2025-11-09 11:30:40,2025-11-13 11:30:40
6759,6759,DHL,processing,2025-04-07 10:01:52,
6760,6760,FedEx,delivered,2025-06-22 13:08:05,2025-06-26 13:08:05
6761,6761,UPS,delivered,2024-02-03 01:45:26,2024-02-11 01:45:26
6762,6762,G4S,delivered,2024-04-23 18:25:34,2024-04-26 18:25:34
6763,6763,FedEx,returned,2024-07-18 04:19:32,2024-07-25 04:19:32
6764,6764,DHL,delivered,2024-01-31 00:37:43,2024-02-05 00:37:43
6765,6765,FedEx,delivered,2025-09-07 18:27:05,2025-09-14 18:27:05
6766,6766,G4S,delivered,2025-03-08 18:40:46,2025-03-14 18:40:46
6767,6767,FedEx,delivered,2025-10-13 16:11:49,2025-10-19 16:11:49
6768,6768,DHL,delivered,2024-02-11 07:29:54,2024-02-14 07:29:54
6769,6769,DHL,delivered,2026-03-18 09:34:26,2026-03-21 09:34:26
6770,6770,DHL,delivered,2025-06-03 22:12:01,2025-06-08 22:12:01
6771,6771,FedEx,delivered,2024-10-29 18:37:15,2024-11-06 18:37:15
6772,6772,DHL,processing,2026-02-06 23:28:20,
6773,6773,Sendy,delivered,2024-10-26 05:14:28,2024-11-02 05:14:28
6774,6774,G4S,delivered,2026-01-06 04:01:02,2026-01-14 04:01:02
6775,6775,Sendy,delivered,2024-04-09 19:56:25,2024-04-15 19:56:25
6776,6776,UPS,delivered,2024-03-23 00:39:21,2024-03-24 00:39:21
6777,6777,Sendy,delivered,2025-12-03 08:17:41,2025-12-06 08:17:41
6778,6778,Sendy,delivered,2025-06-25 21:23:05,2025-06-30 21:23:05
6779,6779,UPS,delivered,2025-12-09 18:24:44,2025-12-17 18:24:44
6780,6780,G4S,delivered,2025-09-19 11:50:52,2025-09-25 11:50:52
6781,6781,UPS,delivered,2024-09-15 22:41:22,2024-09-17 22:41:22
6782,6782,Sendy,delivered,2026-02-20 19:10:03,2026-02-25 19:10:03
6783,6783,Sendy,delivered,2024-02-15 19:52:29,2024-02-19 19:52:29
6784,6784,UPS,processing,2026-03-03 18:00:27,
6785,6785,UPS,delivered,2025-02-08 08:46:30,2025-02-14 08:46:30
6786,6786,Sendy,delivered,2024-02-18 08:09:01,2024-02-24 08:09:01
6787,6787,FedEx,delivered,2024-04-06 19:45:17,2024-04-13 19:45:17
6788,6788,Sendy,delivered,2024-05-26 18:14:43,2024-05-30 18:14:43
6789,6789,Sendy,delivered,2024-01-24 10:36:49,2024-01-25 10:36:49
6790,6790,FedEx,delivered,2024-10-03 00:11:14,2024-10-06 00:11:14
6791,6791,Sendy,delivered,2025-08-08 09:07:55,2025-08-13 09:07:55
6792,6792,G4S,delivered,2025-09-22 14:19:05,2025-09-28 14:19:05
6793,6793,DHL,delivered,2024-03-02 20:08:17,2024-03-09 20:08:17
6794,6794,G4S,delivered,2024-04-15 07:55:26,2024-04-18 07:55:26
6795,6795,UPS,delivered,2025-05-30 22:33:15,2025-06-07 22:33:15
6796,6796,Sendy,delivered,2025-01-01 03:42:36,2025-01-03 03:42:36
6797,6797,FedEx,delivered,2024-02-23 13:43:43,2024-03-01 13:43:43
6798,6798,Sendy,returned,2025-02-27 00:06:22,2025-03-03 00:06:22
6799,6799,Sendy,delivered,2024-12-23 10:29:14,2024-12-27 10:29:14
6800,6800,DHL,delivered,2025-05-27 08:48:57,2025-06-02 08:48:57
6801,6801,UPS,delivered,2024-06-11 11:46:34,2024-06-15 11:46:34
6802,6802,UPS,delivered,2026-03-29 10:01:50,2026-04-02 10:01:50
6803,6803,DHL,delivered,2024-03-23 08:01:29,2024-03-31 08:01:29
6804,6804,G4S,delivered,2024-02-17 18:17:51,2024-02-25 18:17:51
6805,6805,UPS,delivered,2025-05-18 05:26:36,2025-05-24 05:26:36
6806,6806,DHL,delivered,2024-12-19 09:41:14,2024-12-26 09:41:14
6807,6807,G4S,delivered,2025-09-22 18:59:30,2025-09-27 18:59:30
6808,6808,G4S,delivered,2024-11-10 08:08:50,2024-11-14 08:08:50
6809,6809,DHL,delivered,2025-03-13 22:47:20,2025-03-14 22:47:20
6810,6810,UPS,delivered,2025-07-14 14:42:04,2025-07-19 14:42:04
6811,6811,DHL,returned,2026-01-03 05:16:24,2026-01-11 05:16:24
6812,6812,G4S,processing,2024-06-28 04:18:56,
6813,6813,Sendy,delivered,2025-03-19 18:40:16,2025-03-21 18:40:16
6814,6814,FedEx,delivered,2025-03-04 12:59:47,2025-03-12 12:59:47
6815,6815,FedEx,delivered,2024-12-13 20:13:00,2024-12-19 20:13:00
6816,6816,UPS,delivered,2026-03-23 02:16:02,2026-03-31 02:16:02
6817,6817,DHL,delivered,2024-09-03 18:37:54,2024-09-05 18:37:54
6818,6818,UPS,delivered,2024-12-23 18:48:14,2024-12-29 18:48:14
6819,6819,G4S,delivered,2025-01-28 17:42:08,2025-01-31 17:42:08
6820,6820,G4S,delivered,2024-08-06 21:58:53,2024-08-11 21:58:53
6821,6821,G4S,delivered,2024-03-14 01:03:53,2024-03-19 01:03:53
6822,6822,G4S,delivered,2024-09-19 17:26:01,2024-09-23 17:26:01
6823,6823,DHL,delivered,2024-08-19 04:30:01,2024-08-25 04:30:01
6824,6824,DHL,delivered,2025-01-31 11:39:01,2025-02-04 11:39:01
6825,6825,DHL,delivered,2026-02-22 03:41:59,2026-02-26 03:41:59
6826,6826,FedEx,delivered,2025-11-27 19:34:14,2025-12-01 19:34:14
6827,6827,DHL,processing,2025-07-29 16:48:09,
6828,6828,FedEx,delivered,2024-05-19 13:52:40,2024-05-21 13:52:40
6829,6829,DHL,delivered,2024-10-08 00:46:38,2024-10-15 00:46:38
6830,6830,G4S,returned,2025-03-13 20:48:32,2025-03-14 20:48:32
6831,6831,G4S,delivered,2025-12-17 05:17:10,2025-12-18 05:17:10
6832,6832,FedEx,delivered,2024-10-10 05:01:19,2024-10-16 05:01:19
6833,6833,G4S,cancelled,,
6834,6834,Sendy,delivered,2025-08-16 06:17:08,2025-08-18 06:17:08
6835,6835,G4S,delivered,2024-07-10 04:05:16,2024-07-18 04:05:16
6836,6836,UPS,delivered,2026-03-06 20:01:46,2026-03-08 20:01:46
6837,6837,UPS,delivered,2024-03-08 06:28:17,2024-03-13 06:28:17
6838,6838,G4S,delivered,2024-09-19 00:16:47,2024-09-24 00:16:47
6839,6839,G4S,delivered,2025-06-08 14:37:26,2025-06-09 14:37:26
6840,6840,FedEx,delivered,2025-08-27 15:41:29,2025-08-30 15:41:29
6841,6841,UPS,delivered,2024-09-05 12:16:17,2024-09-07 12:16:17
6842,6842,FedEx,delivered,2025-06-06 07:52:24,2025-06-11 07:52:24
6843,6843,G4S,delivered,2025-06-13 20:49:31,2025-06-20 20:49:31
6844,6844,UPS,delivered,2024-12-19 06:16:06,2024-12-20 06:16:06
6845,6845,G4S,delivered,2026-01-07 11:29:08,2026-01-09 11:29:08
6846,6846,G4S,delivered,2024-06-28 04:18:06,2024-07-01 04:18:06
6847,6847,DHL,delivered,2024-05-19 15:22:51,2024-05-22 15:22:51
6848,6848,Sendy,delivered,2024-08-15 13:09:31,2024-08-21 13:09:31
6849,6849,G4S,cancelled,,
6850,6850,DHL,delivered,2024-11-15 21:12:36,2024-11-19 21:12:36
6851,6851,G4S,cancelled,,
6852,6852,DHL,delivered,2025-02-01 05:41:42,2025-02-09 05:41:42
6853,6853,DHL,cancelled,,
6854,6854,UPS,delivered,2025-05-24 12:28:03,2025-05-27 12:28:03
6855,6855,FedEx,delivered,2025-06-06 18:14:13,2025-06-14 18:14:13
6856,6856,G4S,returned,2024-11-23 06:45:30,2024-11-26 06:45:30
6857,6857,G4S,delivered,2026-02-19 02:12:28,2026-02-24 02:12:28
6858,6858,DHL,delivered,2024-05-28 08:57:46,2024-06-02 08:57:46
6859,6859,UPS,delivered,2024-02-19 04:52:57,2024-02-22 04:52:57
6860,6860,G4S,returned,2024-11-26 03:35:21,2024-11-30 03:35:21
6861,6861,Sendy,delivered,2025-01-30 15:30:14,2025-02-05 15:30:14
6862,6862,G4S,delivered,2026-03-20 12:17:25,2026-03-26 12:17:25
6863,6863,UPS,delivered,2024-03-23 08:59:15,2024-03-27 08:59:15
6864,6864,Sendy,delivered,2025-07-06 16:39:25,2025-07-14 16:39:25
6865,6865,DHL,delivered,2024-02-12 11:28:13,2024-02-13 11:28:13
6866,6866,FedEx,delivered,2024-02-28 04:20:49,2024-03-04 04:20:49
6867,6867,G4S,delivered,2026-01-16 03:33:35,2026-01-19 03:33:35
6868,6868,DHL,delivered,2024-10-08 13:37:49,2024-10-11 13:37:49
6869,6869,G4S,delivered,2025-11-03 18:34:06,2025-11-11 18:34:06
6870,6870,FedEx,delivered,2024-07-15 22:26:23,2024-07-23 22:26:23
6871,6871,FedEx,delivered,2025-03-31 01:44:38,2025-04-04 01:44:38
6872,6872,Sendy,delivered,2024-06-16 04:03:35,2024-06-19 04:03:35
6873,6873,FedEx,delivered,2025-07-04 00:33:55,2025-07-06 00:33:55
6874,6874,DHL,delivered,2025-05-28 07:39:49,2025-05-30 07:39:49
6875,6875,Sendy,delivered,2024-06-27 23:34:02,2024-06-28 23:34:02
6876,6876,UPS,delivered,2025-08-05 19:44:45,2025-08-06 19:44:45
6877,6877,DHL,delivered,2025-03-12 20:31:21,2025-03-15 20:31:21
6878,6878,DHL,delivered,2025-04-18 18:15:29,2025-04-21 18:15:29
6879,6879,UPS,delivered,2025-01-23 13:00:30,2025-01-29 13:00:30
6880,6880,DHL,delivered,2024-08-12 17:36:57,2024-08-16 17:36:57
6881,6881,FedEx,delivered,2024-08-18 18:48:39,2024-08-19 18:48:39
6882,6882,DHL,cancelled,,
6883,6883,DHL,delivered,2024-10-28 06:39:59,2024-11-04 06:39:59
6884,6884,FedEx,delivered,2026-03-21 15:38:48,2026-03-24 15:38:48
6885,6885,G4S,delivered,2026-02-01 20:33:58,2026-02-06 20:33:58
6886,6886,DHL,delivered,2025-02-24 08:59:21,2025-03-02 08:59:21
6887,6887,DHL,delivered,2024-08-10 18:41:27,2024-08-18 18:41:27
6888,6888,FedEx,delivered,2024-10-02 15:35:12,2024-10-04 15:35:12
6889,6889,FedEx,delivered,2025-09-24 22:49:18,2025-09-26 22:49:18
6890,6890,UPS,delivered,2024-08-16 03:37:29,2024-08-24 03:37:29
6891,6891,FedEx,delivered,2024-03-20 05:18:39,2024-03-28 05:18:39
6892,6892,UPS,cancelled,,
6893,6893,FedEx,returned,2025-04-20 12:45:27,2025-04-28 12:45:27
6894,6894,UPS,delivered,2024-01-15 11:17:30,2024-01-16 11:17:30
6895,6895,G4S,delivered,2024-06-03 14:08:01,2024-06-07 14:08:01
6896,6896,UPS,delivered,2024-09-18 01:02:04,2024-09-21 01:02:04
6897,6897,FedEx,delivered,2025-03-03 15:27:46,2025-03-06 15:27:46
6898,6898,DHL,returned,2025-03-08 19:00:07,2025-03-12 19:00:07
6899,6899,Sendy,delivered,2024-04-05 22:41:20,2024-04-10 22:41:20
6900,6900,G4S,delivered,2024-05-13 02:29:09,2024-05-18 02:29:09
6901,6901,UPS,delivered,2025-09-23 04:21:50,2025-09-26 04:21:50
6902,6902,DHL,delivered,2025-10-06 22:18:04,2025-10-07 22:18:04
6903,6903,FedEx,delivered,2024-12-04 08:17:43,2024-12-11 08:17:43
6904,6904,G4S,delivered,2025-08-09 20:17:38,2025-08-13 20:17:38
6905,6905,DHL,delivered,2024-09-04 22:28:06,2024-09-06 22:28:06
6906,6906,DHL,delivered,2025-02-12 08:53:08,2025-02-17 08:53:08
6907,6907,UPS,delivered,2024-10-29 01:05:32,2024-11-03 01:05:32
6908,6908,G4S,delivered,2026-02-17 16:00:01,2026-02-21 16:00:01
6909,6909,Sendy,delivered,2026-01-14 10:42:36,2026-01-19 10:42:36
6910,6910,G4S,processing,2026-01-29 16:20:55,
6911,6911,G4S,delivered,2025-07-02 15:01:08,2025-07-03 15:01:08
6912,6912,G4S,delivered,2026-03-22 23:10:07,2026-03-26 23:10:07
6913,6913,G4S,delivered,2024-12-24 07:44:38,2024-12-28 07:44:38
6914,6914,FedEx,delivered,2025-01-30 02:29:10,2025-02-02 02:29:10
6915,6915,UPS,delivered,2025-10-18 08:04:53,2025-10-24 08:04:53
6916,6916,FedEx,processing,2024-05-12 05:03:09,
6917,6917,DHL,delivered,2026-02-26 05:11:03,2026-03-05 05:11:03
6918,6918,FedEx,cancelled,,
6919,6919,DHL,delivered,2026-02-02 06:55:53,2026-02-07 06:55:53
6920,6920,UPS,delivered,2026-03-23 18:13:23,2026-03-24 18:13:23
6921,6921,UPS,delivered,2025-01-26 17:48:32,2025-01-28 17:48:32
6922,6922,DHL,delivered,2025-06-30 16:21:13,2025-07-08 16:21:13
6923,6923,G4S,delivered,2024-06-06 11:20:47,2024-06-10 11:20:47
6924,6924,UPS,delivered,2024-08-04 06:42:26,2024-08-11 06:42:26
6925,6925,Sendy,delivered,2025-04-07 11:20:44,2025-04-08 11:20:44
6926,6926,Sendy,delivered,2025-08-25 01:31:07,2025-09-02 01:31:07
6927,6927,UPS,delivered,2025-04-22 04:27:40,2025-04-27 04:27:40
6928,6928,FedEx,delivered,2026-03-27 22:05:02,2026-03-31 22:05:02
6929,6929,DHL,delivered,2024-02-07 04:11:23,2024-02-09 04:11:23
6930,6930,Sendy,delivered,2024-07-27 14:09:13,2024-08-04 14:09:13
6931,6931,UPS,delivered,2025-11-29 18:04:18,2025-12-02 18:04:18
6932,6932,UPS,delivered,2025-03-13 04:49:45,2025-03-19 04:49:45
6933,6933,DHL,delivered,2024-03-20 03:27:13,2024-03-27 03:27:13
6934,6934,DHL,cancelled,,
6935,6935,G4S,delivered,2026-01-08 02:02:58,2026-01-09 02:02:58
6936,6936,DHL,delivered,2024-08-27 17:05:15,2024-08-31 17:05:15
6937,6937,G4S,delivered,2024-04-05 20:07:46,2024-04-09 20:07:46
6938,6938,DHL,delivered,2025-08-25 21:59:19,2025-08-31 21:59:19
6939,6939,UPS,delivered,2025-09-08 13:07:18,2025-09-12 13:07:18
6940,6940,Sendy,delivered,2024-03-09 00:09:00,2024-03-14 00:09:00
6941,6941,Sendy,delivered,2025-04-29 08:43:21,2025-05-05 08:43:21
6942,6942,Sendy,delivered,2024-01-20 20:32:58,2024-01-27 20:32:58
6943,6943,Sendy,processing,2025-12-11 17:18:01,
6944,6944,FedEx,delivered,2024-10-05 11:58:09,2024-10-13 11:58:09
6945,6945,FedEx,delivered,2025-08-26 20:34:04,2025-08-31 20:34:04
6946,6946,UPS,delivered,2025-05-08 17:59:58,2025-05-15 17:59:58
6947,6947,FedEx,delivered,2024-04-30 03:16:40,2024-05-01 03:16:40
6948,6948,FedEx,delivered,2024-11-16 10:57:55,2024-11-23 10:57:55
6949,6949,Sendy,delivered,2024-07-24 03:29:03,2024-08-01 03:29:03
6950,6950,DHL,delivered,2025-02-24 04:39:54,2025-03-04 04:39:54
6951,6951,G4S,delivered,2024-06-07 16:43:28,2024-06-10 16:43:28
6952,6952,FedEx,delivered,2025-11-20 13:27:29,2025-11-21 13:27:29
6953,6953,FedEx,delivered,2024-08-01 16:58:31,2024-08-07 16:58:31
6954,6954,FedEx,delivered,2024-07-08 10:13:25,2024-07-15 10:13:25
6955,6955,DHL,delivered,2024-12-01 04:25:00,2024-12-03 04:25:00
6956,6956,G4S,returned,2026-02-01 15:42:38,2026-02-06 15:42:38
6957,6957,DHL,delivered,2024-02-03 12:32:41,2024-02-11 12:32:41
6958,6958,DHL,delivered,2025-02-10 20:51:36,2025-02-16 20:51:36
6959,6959,UPS,processing,2024-11-14 09:11:03,
6960,6960,Sendy,delivered,2024-09-20 00:04:42,2024-09-23 00:04:42
6961,6961,DHL,delivered,2024-07-08 13:01:55,2024-07-13 13:01:55
6962,6962,G4S,delivered,2024-07-17 20:27:27,2024-07-23 20:27:27
6963,6963,FedEx,delivered,2025-05-02 18:34:33,2025-05-08 18:34:33
6964,6964,DHL,delivered,2025-01-06 23:35:35,2025-01-13 23:35:35
6965,6965,DHL,delivered,2024-09-26 14:54:16,2024-10-03 14:54:16
6966,6966,Sendy,cancelled,,
6967,6967,G4S,delivered,2024-08-06 07:48:36,2024-08-13 07:48:36
6968,6968,FedEx,delivered,2024-03-29 11:59:36,2024-03-31 11:59:36
6969,6969,Sendy,delivered,2024-09-04 12:28:58,2024-09-11 12:28:58
6970,6970,UPS,delivered,2025-04-13 07:43:14,2025-04-19 07:43:14
6971,6971,Sendy,delivered,2025-05-17 04:32:17,2025-05-23 04:32:17
6972,6972,FedEx,delivered,2025-05-02 17:41:29,2025-05-10 17:41:29
6973,6973,Sendy,cancelled,,
6974,6974,Sendy,delivered,2024-09-03 04:37:52,2024-09-11 04:37:52
6975,6975,FedEx,processing,2025-10-16 00:46:23,
6976,6976,FedEx,delivered,2024-09-19 08:40:08,2024-09-26 08:40:08
6977,6977,Sendy,delivered,2026-03-19 20:01:01,2026-03-21 20:01:01
6978,6978,UPS,cancelled,,
6979,6979,FedEx,delivered,2025-12-12 07:10:29,2025-12-18 07:10:29
6980,6980,FedEx,delivered,2024-10-12 06:36:13,2024-10-13 06:36:13
6981,6981,G4S,delivered,2024-08-14 03:11:19,2024-08-22 03:11:19
6982,6982,G4S,delivered,2024-01-13 12:26:52,2024-01-14 12:26:52
6983,6983,UPS,delivered,2024-02-21 23:47:22,2024-02-26 23:47:22
6984,6984,FedEx,cancelled,,
6985,6985,G4S,delivered,2024-12-22 10:23:52,2024-12-27 10:23:52
6986,6986,DHL,delivered,2025-08-14 16:09:22,2025-08-21 16:09:22
6987,6987,Sendy,returned,2024-05-16 11:39:56,2024-05-23 11:39:56
6988,6988,Sendy,delivered,2024-02-17 03:30:35,2024-02-21 03:30:35
6989,6989,FedEx,delivered,2024-11-11 04:36:40,2024-11-17 04:36:40
6990,6990,UPS,delivered,2024-03-09 17:57:10,2024-03-13 17:57:10
6991,6991,G4S,delivered,2024-12-01 23:16:19,2024-12-09 23:16:19
6992,6992,Sendy,delivered,2026-02-18 15:29:09,2026-02-20 15:29:09
6993,6993,G4S,delivered,2024-10-10 02:54:38,2024-10-17 02:54:38
6994,6994,UPS,processing,2024-11-02 10:19:49,
6995,6995,FedEx,delivered,2025-06-05 16:55:18,2025-06-08 16:55:18
6996,6996,FedEx,delivered,2024-06-06 18:28:15,2024-06-11 18:28:15
6997,6997,FedEx,delivered,2024-02-03 23:19:44,2024-02-05 23:19:44
6998,6998,Sendy,returned,2025-12-05 12:14:23,2025-12-12 12:14:23
6999,6999,G4S,delivered,2026-03-13 10:09:38,2026-03-14 10:09:38
7000,7000,G4S,delivered,2024-10-11 15:33:58,2024-10-19 15:33:58
7001,7001,G4S,delivered,2025-09-14 02:37:12,2025-09-17 02:37:12
7002,7002,FedEx,delivered,2026-02-23 10:29:56,2026-03-01 10:29:56
7003,7003,FedEx,delivered,2025-10-13 16:22:56,2025-10-17 16:22:56
7004,7004,Sendy,delivered,2026-03-16 19:21:09,2026-03-21 19:21:09
7005,7005,DHL,delivered,2024-12-09 13:43:57,2024-12-16 13:43:57
7006,7006,Sendy,processing,2024-03-05 10:33:52,
7007,7007,G4S,processing,2025-06-14 08:02:19,
7008,7008,Sendy,delivered,2024-05-16 01:37:26,2024-05-24 01:37:26
7009,7009,DHL,delivered,2025-01-04 22:13:32,2025-01-11 22:13:32
7010,7010,DHL,delivered,2025-09-27 07:17:57,2025-10-04 07:17:57
7011,7011,UPS,delivered,2024-05-05 06:55:34,2024-05-13 06:55:34
7012,7012,DHL,returned,2025-09-07 04:25:22,2025-09-14 04:25:22
7013,7013,UPS,delivered,2024-01-17 00:54:58,2024-01-25 00:54:58
7014,7014,UPS,delivered,2025-09-06 03:43:00,2025-09-08 03:43:00
7015,7015,FedEx,delivered,2025-10-22 07:49:12,2025-10-27 07:49:12
7016,7016,FedEx,delivered,2025-05-22 12:15:21,2025-05-26 12:15:21
7017,7017,UPS,processing,2026-01-06 12:07:32,
7018,7018,UPS,delivered,2025-10-30 04:35:34,2025-10-31 04:35:34
7019,7019,DHL,delivered,2025-12-31 14:27:46,2026-01-08 14:27:46
7020,7020,G4S,delivered,2025-10-03 20:45:41,2025-10-09 20:45:41
7021,7021,UPS,delivered,2025-04-10 03:00:36,2025-04-18 03:00:36
7022,7022,UPS,delivered,2024-05-19 03:15:32,2024-05-22 03:15:32
7023,7023,DHL,delivered,2026-02-02 12:46:33,2026-02-10 12:46:33
7024,7024,UPS,delivered,2024-04-18 10:34:00,2024-04-24 10:34:00
7025,7025,FedEx,returned,2026-02-03 11:33:07,2026-02-05 11:33:07
7026,7026,DHL,delivered,2025-11-01 01:54:26,2025-11-03 01:54:26
7027,7027,DHL,processing,2026-03-03 22:30:33,
7028,7028,G4S,delivered,2024-09-11 04:29:29,2024-09-13 04:29:29
7029,7029,UPS,delivered,2024-10-06 20:59:11,2024-10-08 20:59:11
7030,7030,Sendy,delivered,2024-01-17 14:38:01,2024-01-21 14:38:01
7031,7031,UPS,cancelled,,
7032,7032,FedEx,delivered,2025-05-25 13:48:11,2025-05-29 13:48:11
7033,7033,FedEx,delivered,2025-05-12 09:52:49,2025-05-20 09:52:49
7034,7034,DHL,delivered,2025-01-18 11:13:28,2025-01-23 11:13:28
7035,7035,FedEx,delivered,2024-05-15 21:59:14,2024-05-22 21:59:14
7036,7036,G4S,delivered,2025-09-23 01:29:50,2025-09-24 01:29:50
7037,7037,DHL,delivered,2025-03-24 08:40:02,2025-03-28 08:40:02
7038,7038,FedEx,delivered,2024-12-08 15:32:56,2024-12-14 15:32:56
7039,7039,FedEx,delivered,2025-03-17 18:47:26,2025-03-18 18:47:26
7040,7040,Sendy,delivered,2025-03-19 03:11:49,2025-03-20 03:11:49
7041,7041,UPS,delivered,2025-10-20 20:29:47,2025-10-24 20:29:47
7042,7042,FedEx,delivered,2025-02-19 09:26:56,2025-02-20 09:26:56
7043,7043,Sendy,delivered,2024-04-17 02:51:16,2024-04-24 02:51:16
7044,7044,G4S,delivered,2024-05-29 09:09:19,2024-05-31 09:09:19
7045,7045,DHL,delivered,2025-08-31 12:25:39,2025-09-03 12:25:39
7046,7046,G4S,delivered,2024-04-28 00:07:13,2024-05-05 00:07:13
7047,7047,FedEx,delivered,2025-10-05 18:56:17,2025-10-09 18:56:17
7048,7048,DHL,processing,2024-02-02 15:43:37,
7049,7049,UPS,delivered,2025-07-19 04:23:55,2025-07-23 04:23:55
7050,7050,UPS,delivered,2024-02-12 03:54:29,2024-02-20 03:54:29
7051,7051,DHL,delivered,2024-05-17 18:55:49,2024-05-19 18:55:49
7052,7052,DHL,delivered,2026-03-13 14:42:06,2026-03-21 14:42:06
7053,7053,G4S,delivered,2025-12-16 01:37:40,2025-12-20 01:37:40
7054,7054,Sendy,delivered,2024-10-13 07:29:40,2024-10-20 07:29:40
7055,7055,DHL,delivered,2024-03-21 22:58:16,2024-03-22 22:58:16
7056,7056,UPS,returned,2024-04-24 04:04:29,2024-04-26 04:04:29
7057,7057,UPS,delivered,2024-05-31 16:58:02,2024-06-07 16:58:02
7058,7058,Sendy,delivered,2025-05-11 06:15:41,2025-05-15 06:15:41
7059,7059,FedEx,delivered,2025-11-29 07:19:55,2025-12-06 07:19:55
7060,7060,FedEx,delivered,2025-11-28 19:48:54,2025-12-02 19:48:54
7061,7061,FedEx,delivered,2024-07-28 10:44:51,2024-07-30 10:44:51
7062,7062,Sendy,delivered,2024-08-01 17:32:37,2024-08-04 17:32:37
7063,7063,UPS,delivered,2024-01-23 22:59:38,2024-01-29 22:59:38
7064,7064,Sendy,delivered,2025-04-17 04:26:08,2025-04-23 04:26:08
7065,7065,UPS,delivered,2025-05-04 15:51:00,2025-05-06 15:51:00
7066,7066,DHL,delivered,2025-06-03 22:57:21,2025-06-08 22:57:21
7067,7067,G4S,delivered,2025-10-01 03:52:52,2025-10-02 03:52:52
7068,7068,UPS,delivered,2026-03-21 01:00:11,2026-03-22 01:00:11
7069,7069,FedEx,delivered,2024-10-12 08:58:01,2024-10-14 08:58:01
7070,7070,G4S,delivered,2024-07-13 00:41:42,2024-07-21 00:41:42
7071,7071,FedEx,delivered,2024-02-25 00:11:49,2024-02-28 00:11:49
7072,7072,UPS,delivered,2025-01-25 09:55:13,2025-01-29 09:55:13
7073,7073,UPS,delivered,2024-12-23 09:53:20,2024-12-25 09:53:20
7074,7074,FedEx,delivered,2025-08-02 23:09:06,2025-08-09 23:09:06
7075,7075,Sendy,delivered,2024-02-09 13:29:06,2024-02-15 13:29:06
7076,7076,DHL,delivered,2024-12-25 04:08:04,2025-01-01 04:08:04
7077,7077,UPS,delivered,2024-09-16 22:43:48,2024-09-24 22:43:48
7078,7078,DHL,delivered,2025-03-10 12:01:39,2025-03-18 12:01:39
7079,7079,UPS,cancelled,,
7080,7080,FedEx,delivered,2025-05-26 05:42:22,2025-05-29 05:42:22
7081,7081,FedEx,delivered,2025-01-05 23:03:33,2025-01-07 23:03:33
7082,7082,DHL,delivered,2024-12-11 15:39:49,2024-12-17 15:39:49
7083,7083,Sendy,delivered,2024-07-23 05:04:11,2024-07-30 05:04:11
7084,7084,DHL,delivered,2024-01-08 00:22:04,2024-01-15 00:22:04
7085,7085,Sendy,delivered,2025-03-10 17:16:38,2025-03-15 17:16:38
7086,7086,Sendy,delivered,2024-03-31 22:21:57,2024-04-03 22:21:57
7087,7087,G4S,delivered,2025-08-14 04:40:38,2025-08-19 04:40:38
